country,pr_1980,cl_1980,pr_1985,cl_1985,pr_1990,cl_1990,pr_1995,cl_1995,pr_2000,cl_2000,pr_2005,cl_2005,pr_2010,cl_2010,pr_2015,cl_2015,pr_2020,cl_2020,basic_water_access,basic_sanit_access,fin_services,improved_water_access,improved_sanit_access,limited_water_access,limited_sanit_access,safe_water_access,unimproved_water_access,unimproved_sanit_access,agricultural_land,teacher_sal,total_sch_adult,corrupt_business,childmort_ihme,continent,corruption_perception,conf_terr_deaths,dtp_vax_pct,humanrights_fsi,gdppc_ppp,gdppc_ppp_current,gini,gini3,gini2,hunger_index_ifpri,corrupt_gov,hdi_undp,humanrights_fariss,corrupt_judges,corrupt_legislature,corrupt_localgov,mil_spend_pct_gdp,mil_spend_total,cell_subscribers_per100,childmort_,no_water_access,no_sanit_access,gdppc_output_pwt,docs_perk,corrupt_police,regime,pop_est2,pop_est,pop_total,corrupt_exec,corrupt_relig,corrupt_tax,ruggedness,tax_rev_ictd,corrupt_trad,worldbank_region,col.belgium,col.britain,col.france,col.germany,col.italy,col.netherlands,col.portugal,col.spain,colstart.belgium_max,colstart.britain_max,colstart.france_max,colstart.germany_max,colstart.italy_max,colstart.netherlands_max,colstart.portugal_max,colstart.spain_max,colend.belgium_max,colend.britain_max,colend.france_max,colend.germany_max,colend.italy_max,colend.netherlands_max,colend.portugal_max,colend.spain_max,colstart.belgium_mean,colstart.britain_mean,colstart.france_mean,colstart.germany_mean,colstart.italy_mean,colstart.netherlands_mean,colstart.portugal_mean,colstart.spain_mean,colend.belgium_mean,colend.britain_mean,colend.france_mean,colend.germany_mean,colend.italy_mean,colend.netherlands_mean,colend.portugal_mean,colend.spain_mean
Sudan,5,5,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,6,60.4486756,36.89208291,15.26843,87.11869535,45.26073331,26.67001975,8.368650393,NA,3.650217875,30.73140499,68186160,NA,3.7,71,5.266,Africa,16,101,93,9.3,4022.86596657319,4243.78193609449,34.2432,NA,NA,34.8,68,0.502,-2.470596454,66,77,NA,1.64795723277984,2465000000,77.11203717,5.84,9.231086774,24.00786171,4391.0371,0.2618,68,-2,44909351,44909351,43849269,NA,79,NA,NA,3.053264,NA,NA,0,1,0,0,0,0,0,0,NA,1898,NA,NA,NA,NA,NA,NA,NA,1956,NA,NA,NA,NA,NA,NA,NA,1898,NA,NA,NA,NA,NA,NA,NA,1956,NA,NA,NA,NA,NA,NA
Suriname,7,5,6,6,6,4,3,3,1,2,2,2,2,2,2,3,2,2,97.98963167,89.95421143,NA,99.05687861,96.04140631,1.067246941,6.08719488,55.76043424,0.379336507,2.739031655,84000,NA,8.5,NA,3.156,South America,43,0,77,5.2,16130.1708064491,17015.9602788948,57.60975000000001,NA,NA,10.2,NA,0.72,1.194181517,NA,NA,NA,NA,NA,139.9867899,1.8,0.563784884,1.21956204,11815.036,1.2101,NA,5,591798,591798,586634,NA,NA,NA,NA,16.020112,NA,NA,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,1667,NA,NA,NA,NA,NA,NA,NA,1974,NA,NA,NA,NA,NA,NA,NA,1642,NA,NA,NA,NA,NA,NA,NA,1964,NA,NA
Sweden,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99.82686763,99.2862251,99.71992,99.82686763,99.98804342,0,0.701818319,99.75180105,0.173132373,0.011956585,3009000,35573.805756348396,12.4,NA,0.303,Europe,85,0,98,1.3,50683.3235097178,54563.1214122072,29.974190000000004,25.27,29.209999,NA,NA,0.933,2.83679292,NA,NA,NA,1.12059853885115,5344000000,128.4911022,0.26,0,0,43375.883,3.984,NA,10,10160159,10160159,10353442,NA,NA,NA,NA,43.381938,NA,Advanced industrial economies,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Switzerland,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,99.89987655,97.98564,100,100,0,0.100126266,94.24815385,0,0,1510075.6,54968.12029311559,13.4,36,0.404,Europe,85,0,96,1.7,68393.306003945,71352.3525990268,33.14105,NA,NA,NA,23,0.944,2.10741004,14,25,NA,0.72811418864883,4824000000,126.0455236,0.4,0,0,64219.297,4.2957,13,10,8715494,8715494,8636896,NA,25,NA,NA,27.443677,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Syria,5,7,6,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,93.92585718,89.69347966,23.25309,99.79958795,99.49869231,5.873730768,9.80521265,NA,0.200412054,0.501307694,13921000,NA,5.1,NA,1.8760000000000003,Asia,13,6900,54,9.9,NA,NA,37.5146,NA,NA,NA,NA,0.536,-2.558582937,NA,NA,NA,4.05614173609585,NA,113.5761609,2.15,0,0.682111247,5615.957,1.2874,NA,-9,18275704,18275704,17500657,NA,NA,NA,NA,10.538957,NA,NA,0,0,1,0,0,0,0,0,NA,NA,1923,NA,NA,NA,NA,NA,NA,NA,1946,NA,NA,NA,NA,NA,NA,NA,1922,NA,NA,NA,NA,NA,NA,NA,1944,NA,NA,NA,NA,NA
Taiwan,5,5,5,5,3,3,3,3,1,2,1,1,1,2,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tajikistan,NA,NA,NA,NA,NA,NA,7,7,6,6,6,5,6,5,7,6,7,6,81.85241502,96.76531446,11.45923,84.42077895,99.36744555,2.568363935,2.602131097,55.236862790000004,3.421857005,0.632554448,4727700,NA,10.4,NA,5.239000000000001,Asia,25,0,97,7.9,3657.57350716538,3858.42941540215,33.99572,29.540001,34,28.7,NA,0.65,-0.688976106,NA,NA,NA,1.21938117748174,95800000,111.5281656,3.38,12.15736404,0,4337.9922,2.1026,NA,-3,9749625,9749625,9537642,NA,NA,NA,NA,18.418279,NA,Eastern Europe and Central Asia,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tanzania,6,6,6,6,6,5,5,5,4,4,4,3,3,3,3,4,5,5,60.71679759,31.7607758,19.04123,72.00686826,50.4246437,11.29007067,18.6638679,NA,14.51775136,38.68050557,39650000,NA,5.8,48,6.516,Africa,36,19,89,6.3,2635.3358910827,2780.05554822025,40.49123,37.299999,37.779999,29.5,75,0.538,-0.255901211,86,53,NA,1.31692688467923,561000000,82.20817408,5.03,13.47538038,10.89485073,2479.4453,0.014,87,3,61498438,61498438,59734213,NA,23,NA,NA,11.697718,NA,Sub-Saharan Africa,0,1,0,1,0,0,0,0,NA,1918,NA,1891,NA,NA,NA,NA,NA,1963,NA,1917,NA,NA,NA,NA,NA,1912,NA,1888,NA,NA,NA,NA,NA,1961,NA,1916,NA,NA,NA,NA
Thailand,3,4,3,4,2,3,3,4,2,3,3,3,5,4,6,5,7,5,100,98.71311912,78.13655,100,99.96616841,0,1.253049291,NA,0,0.033831589,22110000,6047.543581616479,7.6,55,0.955,Asia,36,60,97,7.4,17286.866606887,18236.1761111504,34.85572,42.830002,35.990002,10.4,56,0.755,-1.209087232,22,73,NA,1.33931860418073,6047000000,186.1585875,0.9,0,0,15740.314,0.805,78,-3,69950844,69950844,69799978,NA,15,NA,NA,17.150365,NA,East Asia and Pacific,0,0,1,0,0,0,0,0,NA,NA,1867,NA,NA,NA,NA,NA,NA,NA,1941,NA,NA,NA,NA,NA,NA,NA,1867,NA,NA,NA,NA,NA,NA,NA,1941,NA,NA,NA,NA,NA
Gambia,2,3,3,4,2,2,7,6,7,5,5,4,5,5,7,6,4,4,80.94040714,46.87122407,NA,89.53779854,60.01668223,8.597391391,13.14545816,44.71526912,10.35285207,39.88306102,605000,NA,3.5,NA,5.120000000000001,Africa,37,0,88,8.3,2159.44190927585,2278.02781469168,35.91883,48.52,35.919998,22.3,NA,0.46,0.641877161,NA,NA,NA,0.824343185875422,14300000,139.5290282,5.170000000000001,0.109349393,0.100256752,2644.4087,0.1021,NA,-5,2486937,2486937,2416664,NA,NA,NA,NA,10.406122,NA,Sub-Saharan Africa,0,1,0,0,0,0,0,0,NA,1888,NA,NA,NA,NA,NA,NA,NA,1965,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,NA,NA,NA,NA,NA,1965,NA,NA,NA,NA,NA,NA
Timor,NA,NA,NA,NA,NA,NA,NA,NA,6,3,3,3,3,4,3,3,2,3,85.4956012,56.76669456,NA,87.38146717,66.32754262,1.88586597,9.560848058,NA,8.360029397,15.45639924,380000,NA,4.5,NA,3.907,Asia,35,0,83,5.7,3181.13718760249,3355.82956160123,28.65293,35.939999,28.65,34.2,NA,0.625,1.086268597,NA,NA,NA,1.04947887300343,25800000,110.2184718,4.420000000000001,4.258503433,18.21605815,NA,0.7224,NA,8,1343875,1343875,1318442,NA,NA,NA,NA,3.870029,NA,East Asia and Pacific,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,1642,NA,NA,NA,NA,NA,NA,NA,1975,NA,NA,NA,NA,NA,NA,NA,1642,NA,NA,NA,NA,NA,NA,NA,1975,NA
Togo,7,6,6,6,6,6,6,5,5,5,6,5,5,4,4,4,5,4,68.58372009,18.60319806,17.61492,74.64915486,45.49919009,6.065434765,26.89599203,19.56098104,14.16432245,9.350793322,3820000,NA,4.8,NA,7.299,Africa,30,0,84,7.5,2107.87726149934,2223.63149062983,43.05614,NA,NA,24.3,NA,0.503,0.409906965,NA,NA,NA,3.1246316767528,80600000,77.19500701,6.690000000000001,11.18652269,45.15001658,1566.1471,0.0774,NA,-2,8478242,8478242,8278737,NA,NA,NA,NA,13.154905,NA,NA,0,0,1,1,0,0,0,0,NA,NA,1922,1885,NA,NA,NA,NA,NA,NA,1960,1916,NA,NA,NA,NA,NA,NA,1922,1884,NA,NA,NA,NA,NA,NA,1960,1914,NA,NA,NA,NA
Tonga,5,3,5,3,3,3,5,3,5,3,5,3,3,3,2,2,2,2,98.73108083,92.89333236,NA,99.61257812,98.92773086,0.881497296,6.034398501,29.50420143,0.387421878,1.055366298,35000,NA,11.2,NA,1.965,Oceania,NA,0,99,NA,6378.1283460138,6647.85899850289,37.58744,NA,NA,NA,NA,0.726,2.763731841,NA,NA,NA,NA,NA,59.4330775,1.66,0,0.016902839,NA,0.5403,NA,NA,106759,106759,105697,NA,NA,NA,NA,20.525564,NA,NA,0,1,0,0,0,0,0,0,NA,1900,NA,NA,NA,NA,NA,NA,NA,1970,NA,NA,NA,NA,NA,NA,NA,1900,NA,NA,NA,NA,NA,NA,NA,1970,NA,NA,NA,NA,NA,NA
Trinidad and Tobago,2,2,1,2,1,1,1,2,2,2,3,2,2,2,2,2,2,2,98.87517077,93.91521101,75.92206,100,99.85190029,1.124829231,5.936689274,NA,0,0.148099714,54000,NA,10.9,NA,1.864,North America,41,0,93,4.9,23728.1586459056,25031.1921587721,40.27296000000001,NA,NA,8,NA,0.784,0.90690385,NA,NA,NA,0.735762956575139,237000000,155.1087369,1.75,0,0,39779.813,4.1675,NA,10,1403374,1403374,1399491,NA,NA,NA,NA,21.5053,NA,NA,0,1,0,0,0,0,0,1,NA,1797,NA,NA,NA,NA,NA,1592,NA,1962,NA,NA,NA,NA,NA,1797,NA,1797,NA,NA,NA,NA,NA,1592,NA,1962,NA,NA,NA,NA,NA,1797
Tunisia,6,5,5,5,5,4,6,5,6,5,6,5,7,5,1,3,2,3,97.54330899,97.43445889,27.26323,99.17465966,98.96797392,1.63135067,1.533515025,79.28615477,0.825340338,1.032026082,9743000,13120,7.2,36,1.1720000000000002,Africa,43,15,92,8.1,9727.50425926541,10261.6908447281,32.81588,NA,NA,7.9,49,0.735,0.101200869,56,40,NA,2.55607321358028,1027000000,126.3052836,1.69,0,0,11126.993,1.3025,69,7,11935764,11935764,11818618,NA,27,NA,NA,31.836948,NA,NA,0,0,1,0,0,0,0,0,NA,NA,1881,NA,NA,NA,NA,NA,NA,NA,1956,NA,NA,NA,NA,NA,NA,NA,1877,NA,NA,NA,NA,NA,NA,NA,1956,NA,NA,NA,NA,NA
Turkey,5,5,3,5,2,4,5,5,4,5,3,3,3,3,3,4,5,6,97.01426916,99.2249463,56.51257,99.03734724,99.57369208,2.023078075,0.348745781,NA,0.737674955,0.273357008,37802000,27285,8,50,1.521,Asia,41,309,99,5.9,28384.9877846263,28119.4530398905,41.90911,41.400002,42.849998,5,42,0.791,-1.62047259,43,55,NA,2.71836593306542,14974000000,96.83716867,1,0.224977809,0.152950913,27262.666,1.8492,38,3,85042736,85042736,84339067,NA,41,NA,NA,23.078705,NA,Eastern Europe and Central Asia,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Turkmenistan,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,7,7,7,7,7,7,100,99.41113393,1.790751,100,99.82046837,0,0.409334444,94.83423327,0,0.179531628,33838000,NA,9.8,NA,3.289,Asia,20,0,99,8.5,15538.4199701316,16195.5387877252,40.80693,NA,NA,12.2,NA,0.706,-0.567468907,NA,NA,NA,NA,NA,162.8611033,4.2,0,0,21989.586,2.2247,NA,-8,6117933,6117933,6031187,NA,NA,NA,NA,20.373964,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tuvalu,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,83.74384221,NA,100,91.25284787,0,7.509005657,NA,0,0,1800,NA,NA,NA,NA,Oceania,NA,0,92,NA,4411.00311573521,4653.23366429712,39.13903000000001,NA,NA,NA,NA,NA,4.07269972,NA,NA,NA,NA,NA,70.36059807,2.39,0,8.747152132,NA,0.9174,NA,NA,11925,11925,11792,NA,NA,NA,NA,18.131707,NA,NA,0,1,0,0,0,0,0,0,NA,1892,NA,NA,NA,NA,NA,NA,NA,1979,NA,NA,NA,NA,NA,NA,NA,1892,NA,NA,NA,NA,NA,NA,NA,1978,NA,NA,NA,NA,NA,NA
Uganda,4,4,5,4,6,5,5,4,6,5,5,4,5,4,6,5,6,5,55.85504921,19.78963715,27.78342,83.13790921,37.41209929,27.28286,17.62246214,16.64790598,12.16590654,57.91194465,14415000,NA,6.1,37,6.657,Africa,26,61,93,7.6,2177.59585383955,2297.17868440704,42.75369,43,41.009998,31.2,73,0.516,-0.351118825,79,57,NA,2.05010632904299,398000000,57.36556563,4.58,4.696184252,4.675956061,1802.4838,0.168,88,-1,47123533,47123533,45741000,NA,12,NA,NA,11.165543,NA,Sub-Saharan Africa,0,1,0,0,0,0,0,0,NA,1894,NA,NA,NA,NA,NA,NA,NA,1962,NA,NA,NA,NA,NA,NA,NA,1892,NA,NA,NA,NA,NA,NA,NA,1962,NA,NA,NA,NA,NA,NA
Ukraine,NA,NA,NA,NA,NA,NA,3,4,4,4,3,2,3,3,3,3,3,4,93.92828195,97.74271759,52.71481,99.60026066,100,5.671978717,2.257282408,89.02047539,0.075904501,0,41329000,NA,11.3,65,1.0550000000000002,Europe,32,227,80,6.1,12377.0172931178,13056.7020745176,26.61947,29.049999,25.459999,5,82,0.751,-1.219281904,87,77,NA,3.35616464296438,3479000000,130.6294363,0.8400000000000001,0.323834836,0,9511.5488,2.9923,84,4,43466822,43466822,44134693,NA,37,NA,NA,32.476551,NA,Eastern Europe and Central Asia,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Arab Emirates,5,5,5,5,6,5,6,5,6,5,6,6,6,5,6,6,7,6,99.965596,99.22957,83.20432,99.965596,100,0,0.77043,NA,0.034404,0,381750,NA,10.8,NA,0.775,Asia,70,0,99,6.5,67119.153244136993,69957.6180753398,25.96615,NA,NA,NA,NA,0.863,0.206362335,NA,NA,NA,5.64365135247024,23681000000,200.6320743,0.75,0,0,65500.445,2.5278,NA,-8,9991083,9991083,9890400,NA,NA,NA,NA,15.072819,NA,NA,0,1,0,0,0,0,0,0,NA,1892,NA,NA,NA,NA,NA,NA,NA,1971,NA,NA,NA,NA,NA,NA,NA,1892,NA,NA,NA,NA,NA,NA,NA,1971,NA,NA,NA,NA,NA,NA
United Kingdom,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,99.99999856,99.1069609,98.93105,99.99999856,99.82743794,0,0.720477043,99.82247708,1.44e-6,0.172562059,17350861.6,NA,12.9,49,0.493,Europe,80,2,93,2.1,41627.129269425,44916.2283385249,35.14883,35.290001,33.990002,NA,45,0.922,2.221622899,24,55,NA,1.743458811382,54217000000,119.8975178,0.43,0,0,39127.879,2.8117,32,10,68207114,68207114,67215293,NA,34,NA,NA,34.262204,NA,Advanced industrial economies,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,99.88352668,99.67961928,93.5838,99.88352668,99.67961928,0,0,97.32571774,0.116473318,0.320380719,405810353.8,42563.33,13.4,53,0.7370000000000001,North America,71,31,94,3.5,60235.7284916969,63543.577788724,41.40784,40.380001,41.5,NA,55,0.924,0.235332781,42,61,NA,3.41310666834644,606233000000,134.4588794,0.65,0,0,54794.758,2.612,42,10,332915074,332915074,329484123,NA,35,NA,NA,25.017388,NA,Advanced industrial economies,0,1,0,0,0,0,0,0,NA,1607,NA,NA,NA,NA,NA,NA,NA,1783,NA,NA,NA,NA,NA,NA,NA,1607,NA,NA,NA,NA,NA,NA,NA,1781,NA,NA,NA,NA,NA,NA
Uruguay,5,5,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,99.49575756,98.05452933,45.35541,100,99.24305161,0.504242441,1.188522281,NA,0,0.542753277,14015900,4850.3517587939705,8.7,34,1.031,South America,70,0,94,2.2,21608.4302710014,22795.0587500053,39.67655,NA,NA,5.6,40,0.804,2.782269859,39,38,NA,2.0187757611812,980000000,138.0749359,0.71,0,0.214195109,19722.965,5.0794,47,10,3485152,3485152,3473727,NA,37,NA,NA,31.508649,NA,NA,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,1680,1625,NA,NA,NA,NA,NA,NA,1822,1828,NA,NA,NA,NA,NA,NA,1680,1590,NA,NA,NA,NA,NA,NA,1822,1823
Uzbekistan,NA,NA,NA,NA,NA,NA,7,7,7,6,7,7,7,7,7,7,7,6,97.82878485,100,40.71001,97.82878485,100,0,0,58.83006461,0.22384422,0,25577700,NA,11.5,NA,2.673,Asia,23,0,96,9.3,6994.16941167262,7378.25472035915,35.2688,NA,NA,12.1,NA,0.71,-0.588449175,NA,NA,NA,3.5554825523167,73200000,101.2075903,1.74,1.947370925,0,9595.3623,2.3742,NA,-9,33935765,33935765,34232050,NA,NA,NA,NA,24.2029,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vanuatu,2,3,2,4,2,3,1,3,1,3,2,2,2,2,2,2,2,2,91.23119075,52.70704482,NA,92.2935758,68.23846484,1.06238505,15.53142002,NA,0,31.45952241,187000,NA,6.8,33,3.25,Oceania,46,0,90,NA,2762.791388307,2914.51027310315,37.62623,NA,NA,NA,73,0.603,2.312695773,42,72,NA,NA,NA,88.44112017,2.59,7.706424202,0.302012749,NA,0.1653,60,NA,314464,314464,307150,NA,10,NA,NA,17.711695,NA,NA,0,1,1,0,0,0,0,0,NA,1906,1887,NA,NA,NA,NA,NA,NA,1980,1980,NA,NA,NA,NA,NA,NA,1906,1887,NA,NA,NA,NA,NA,NA,1980,1980,NA,NA,NA,NA,NA
Venezuela,1,2,1,2,1,3,3,3,3,5,4,4,5,5,5,5,7,6,93.68580071,95.75957043,56.85735,94.15658363,95.75957043,0.470782918,0,NA,5.843416373,1.216583112,21500000,NA,10.3,63,1.7120000000000002,South America,18,0,64,7.8,NA,17527.7487382376,44.7705,NA,NA,11.4,79,0.761,-1.434521081,74,66,NA,0.487844144882163,2336000000,47.25896975,2.42,1.378228192,3.023846459,7696.6719,1.9475,83,4,28704947,28704947,28435943,NA,43,NA,NA,20.187866,NA,NA,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,1556,NA,NA,NA,NA,NA,NA,NA,1821,NA,NA,NA,NA,NA,NA,NA,1534,NA,NA,NA,NA,NA,NA,NA,1820
Vietnam,7,7,7,7,7,7,7,7,7,6,7,5,7,5,7,5,7,6,96.88435687,89.24647713,30.86436,96.88435687,93.2535291,0,4.007051966,NA,3.115643126,3.81299713,12168800,NA,8.2,34,1.52,Asia,33,0,89,7.6,8200.33186703573,8650.65367239918,35.71555,35.439999,35.27,16,30,0.694,-0.373983921,27,24,NA,1.98209994676029,5005000000,141.2268627,1.99,0,2.933473771,5846.1821,0.8281,55,-7,98168829,98168829,97338583,NA,14,NA,NA,15.078137,NA,East Asia and Pacific,0,0,1,0,0,0,0,0,NA,NA,1887,NA,NA,NA,NA,NA,NA,NA,1954,NA,NA,NA,NA,NA,NA,NA,1869,NA,NA,NA,NA,NA,NA,NA,1951,NA,NA,NA,NA,NA
Yemen,NA,NA,NA,NA,6,5,5,6,5,6,5,5,6,5,7,6,7,6,60.66356984,54.11663604,6.448482,89.62631165,59.09225499,28.9627418,4.975618951,NA,7.77785276,31.17421901,23387700,NA,3,53,4.6979999999999995,Asia,14,13402,73,9,NA,3688.51940852363,36.70709,35,36.709999,39.7,68,0.452,-2.108345997,62,74,NA,3.96689108824503,2230000000,53.67893316,5.84,2.595835594,9.733525995,1850.2374,0.5251,69,0,30490639,30490639,29825968,NA,45,NA,NA,7.038773,NA,Middle East and North Africa,0,1,0,0,0,0,0,0,NA,1959,NA,NA,NA,NA,NA,NA,NA,1967,NA,NA,NA,NA,NA,NA,NA,1879,NA,NA,NA,NA,NA,NA,NA,1967,NA,NA,NA,NA,NA,NA
Zambia,5,6,5,5,6,5,3,4,5,4,4,4,3,4,3,4,4,4,65.41238357,31.89963255,31.29242,71.56632259,51.69562949,6.15393902,19.79599693,NA,21.57684071,37.05091119,23836000,NA,7,59,7.048000000000001,Africa,35,1,88,6.8,3270.03511228554,3449.6093221155,57.13606,49.130001,57.139999,37.6,65,0.588,-0.043186178,83,49,NA,1.21103908630006,292000000,96.41441171,6.170000000000001,6.856836706,11.25345933,3699.0112,1.1867,92,7,18920657,18920657,18383956,NA,32,NA,NA,16.677608,NA,Sub-Saharan Africa,0,1,0,0,0,0,0,0,NA,1923,NA,NA,NA,NA,NA,NA,NA,1964,NA,NA,NA,NA,NA,NA,NA,1900,NA,NA,NA,NA,NA,NA,NA,1964,NA,NA,NA,NA,NA,NA
Zimbabwe,3,4,4,6,6,4,5,5,6,5,7,6,6,6,5,5,6,5,62.66645761,35.19236284,17.18949,76.86399731,65.42709289,14.1975397,30.23473006,29.53588969,16.27785545,11.07427542,16200000,35724.9985804161,8.2,63,6.091,Africa,22,11,90,8.6,2744.69075807126,2895.41564547584,50.25645,NA,NA,32.9,70,0.535,-0.74135666,69,69,NA,0.698600973197018,363000000,90.10228966,5.460000000000001,6.858147242,23.49863168,1871.8087,0.2096,86,4,15092171,15092171,14862927,NA,40,NA,NA,11.630612,NA,NA,0,1,0,0,0,0,0,0,NA,1923,NA,NA,NA,NA,NA,NA,NA,1980,NA,NA,NA,NA,NA,NA,NA,1900,NA,NA,NA,NA,NA,NA,NA,1975,NA,NA,NA,NA,NA,NA
