country,year,agricultural_land,co2_emissions,arable_land,total_sch_adult,childmort_ihme,conf_terr_deaths,dtp_vax_pct,fertility,hdi_undp,humanrights_fariss,cell_subscribers_per100,childmort_,gdppc_output_pwt,docs_perk,pop_est,pop_total,agricultural_employment,tax_rev_pct_gdp_total,tax_rev_pct_gdp,urbanization,area_sqmi,ever_colonized,ncolonizers,col1start,col1end,col1length,totalyrs_colonized,modern_sovereignty_current_name,state_age,fmr_soviet,col.belgium,col.britain,col.france,col.germany,col.italy,col.netherlands,col.portugal,col.spain,fertilit,value,gdppc_wb2005,gdppc_imf2005,populati,cow_code_n,un_code_n,pts_a,pts_s,na_status_a,na_status_h,na_status_s,rugged,rugged_popw,rugged_slope,rugged_lsd,rugged_pc,land_area,lat,lon,soil,desert,tropical,dist_coast,near_coast,gemstones,q_rule_law,cont_africa,cont_asia,cont_europe,cont_oceania,cont_north_america,cont_south_america,legor_gbr,legor_fra,legor_soc,legor_deu,legor_sca,colony_esp,colony_gbr,colony_fra,colony_prt,colony_oeu,africa_region_n,africa_region_s,africa_region_w,africa_region_e,africa_region_c,slave_exports,pop_1400,gini_disp,gini_disp_se,gini_mkt,gini_mkt_se,urban_pop_pct,urban_pop_growth,pop_growth,under5mortality,primary_sch_completion,gender_parity_school,ag_forest_fish_pct_gdp,no2_emissions_total,methane_emissions_total,greenhouse_emissions_total,other_greenhouse_total,co2_solidfuel_pct,co2_solidfuel_total,co2_emissions_percap,co2_liquidfuel_pct,co2_liquidfuel_total,co2_emissions_total,co2_emissions_pergdp,co2_emissions_gas_pct,co2_emissions_gas_total,fdi_inflows,grain_yield,pct_arable_land,pct_agricultural_land,agricultural_land_total
Kenya,2020,27630000,16146074,10.1908142109147,6.5,4.815,1,92,3.365,0.59,-1.201222357,103.7690208,4.32,3072.0334,0.1565,53771300,53771300,54.34000015,13.618505,6.964602,27.995,224,1,1,1895,1963,68,68,1963,57,0,0,1,0,0,0,0,0,0,4.263,4,697,814,49699862,501,404,3,4,0,0,0,0.669,0.559,1.781,0.195,5.427,56914,0.534,37.861,33.657,11.629,51.028,0.409,9.38789,0,-1.05,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,86447.906,1322790,43.5,2.7,44.8,3.3,27.03,4.052522702,2.305948675,45.6,101.9970703,0.955060005,34.19467913,11590.34262,28026.744,54302.09561,1585.831868,8.726899384,1246.78,0.305923722,71.76591376,10252.932,14286.632,0.288581417,0,0,0.85260365,1473.8,10.19081421,48.54693046,276300
Kiribati,2020,34000,68077,2.46913580246914,7.9,4.525,0,97,3.4930000000000003,0.612,4.107931326,46.47551996,5.09,NA,0.2039,119446,119446,NA,16,5.778894,55.594,3,1,1,1892,1979,87,87,1979,41,0,0,1,0,0,0,0,0,0,3.69,1,1211,1185,116398,946,296,NA,1,88,88,0,0.01,0.015,0.021,0.003,0,81,0.699,-46.958,45.679,0,100,0,100,0,-0.145,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10513,38.4,3,38.8,3.3,54.057,2.949349291,1.468690124,54.6,99.52809906,1.069489956,30.79108762,3.965148,16.307148,52.69911695,2.015450469,0,0,0.569873207,100,62.339,62.339,0.362692334,0,0,0.422906006,NA,2.469135802,41.97530864,340
Kuwait,2020,150000,88935077,0.448933782267116,7.3,0.836,0,91,2.068,0.803,0.694287592,174.1593403,0.79,39343.883,2.6463,4270563,4270563,1.779999971,2.117747,0.400052,100,6,1,1,1914,1961,47,47,1963,59,0,0,1,0,0,0,0,0,0,2.072,5,37166,29351,4136528,690,414,2,3,0,0,0,0.245,0.271,0.691,0.063,0,1782,29.354,47.613,0,0,0,0.04,98.6018,0,0.77,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,42006,32.6,3.5,33.5,4.1,100,1.982439531,1.982439531,8.1,96.79167938,1.060940027,0.482392893,704.294394,12690.636,96788.19422,-6822.241943,0,0,25.84922928,61.3113998,58495.984,95408.006,0.695645199,36.25566915,34590.811,-0.006725112,5656.2,0.448933782,8.417508418,1500
Kyrgyzstan,2020,10541300,11507817,6.71532846715329,10.9,2.2070000000000003,0,95,2.906,0.672,-0.403234839,134.3947411,1.83,10572.493,2.213,6524191,6591600,19.31999969,25.803841,5.053539,36.856,77,0,0,0,0,0,0,1991,29,1,0,0,0,0,0,0,0,0,3.2,7,637,684,6198200,703,417,3,3,0,0,0,4.287,0.948,13.105,1.246,69.767,19180,41.464,74.556,12.534,0,0,1.918,0,0,-0.74,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,325361,33.4,1.5,37.9,2.1,36.351,2.475490067,1.879550296,20,103.7970123,0.996959984,11.64881542,1567.103015,4291.067697,13794.74124,638.4057372,46.90839695,4506.743,1.646395339,38.77862595,3725.672,9607.54,1.643083573,5.381679389,517.047,-1.391843535,3093.8,6.715328467,54.95828989,105410
Laos,2020,2394000,33846818,6.7157712305026,5.2,6.344,0,68,2.583,0.601,0.91023329,60.84399721,4.55,6518.4531,0.3726,7275556,7275556,61.43999863,12.243266,2.349007,36.29,91,1,1,1893,1954,61,61,1953,66,0,0,0,1,0,0,0,0,0,2.923,7,773,814,6858160,812,418,2,2,0,88,0,2.553,1.218,6.976,0.723,49.807,23080,18.495,103.774,12.068,0,54.794,0.267,6.8206,0,-1.15,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,348220,35.4,2.1,36.2,2.6,35.004,3.381673679,1.548022991,63.4,102.2150116,0.950559974,15.70280466,8986.90992,15011.34,161718.7374,134457.8493,15.75984991,308.028,0.294364883,22.88930582,447.374,1954.511,0.202108768,0,0,9.490046317,4497.7,6.60745234,10.26429809,23690
Latvia,2020,1938000,6772778,20.8568207440812,12.8,0.554,0,99,1.743,0.847,2.059508776,108.6572233,0.36000000000000004,24139.602,3.1905,1886202,1901548,7.2899999619999996,31.613875,6.657227,68.315,24,0,0,0,0,0,0,1918,102,1,0,0,0,0,0,0,0,0,1.64,1,8324,8387,1942248,367,428,1,1,0,88,0,0.154,0.136,0.522,0.044,0,6205,56.854,24.931,77.568,0,0,0.265,15.7566,0,0.177,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,122643,35.2,1.6,47.9,2.9,68.142,-0.71355981,-0.811937907,4.2,99.31181335,0.996100008,3.298005288,1437.159694,3181.14673,13943.92172,1532.005437,3.259726604,227.354,3.498192882,52.68138801,3674.334,6974.634,0.254248437,35.54153523,2478.892,3.734557345,4250.2,20.71405597,31.05500161,19310
Lebanon,2020,658000,25969298,12.9032258064516,8.7,0.781,1,83,2.06,0.757,-0.23126407,61.81650253,0.7200000000000001,15059.002,2.1038,6825442,6825442,11.31999969,15.865842,5.77514,88.925,4,1,1,1923,1946,23,23,1943,74,0,0,0,1,0,0,0,0,0,1.722,5,8093,8964,6082357,660,422,2,3,0,0,0,4.197,2.17,12.042,1.103,71.642,1023,33.922,35.897,72.415,0,0,0.027,100,0,-0.177,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,313584,34.4,2.2,35.3,2.8,88.593,0.727747261,0.54245866,7.8,74.0836792,0.948230028,2.917083594,462.496254,1149.7644,18270.36045,-1192.433474,2.60511883,627.057,3.843598231,85.96892139,20692.881,24070.188,0.57805304,0,0,4.792184305,3050.7,12.90322581,64.32062561,6580
Lesotho,2020,2433300,2183421,14.1403162055336,6.3,7.676000000000001,0,87,3.07,0.52,0.2225541,74.49375796,8.64,3238.5508,0.0692,2142252,2142252,44.29999924,33.21714,11.974286,29.028,11,1,1,1884,1966,82,82,1966,54,0,0,1,0,0,0,0,0,0,3.142,3,795,653,2233339,570,426,3,3,0,88,0,6.202,4.165,17.595,1.559,90.249,3035,-29.58,28.254,54.695,0,0,0.246,0,308,-0.083,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,26096,52,3.8,55.5,2.9,28.153,2.310041524,0.796281137,85.9,78.91217041,1.057639956,6.118408097,427.94508,1286.679,3472.707536,1462.212627,75.33432392,1859.169,1.207715726,24.81426449,612.389,2467.891,0.878115212,0,0,1.417931059,986.8,11.5942029,77.63504611,23570
Liberia,2020,1954040,1008984,5.19102990033223,4.7,7.890000000000001,0,74,4.183,0.435,0.978316668,56.56895266,8.459999999999999,760.73505,0.0376,5057677,5057677,42.61999893,11.605671,4.286185,52.089,38,0,0,0,0,0,0,1847,173,0,0,0,0,0,0,0,0,0,4.647,3,232,234,4731906,450,430,2,2,88,88,0,0.263,0.259,0.695,0.083,0.459,9632,6.448,-9.307,15.82,0,100,0.096,54.5897,9901,-2.113,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6789.634,143361,35,2.1,35.2,2.6,51.151,3.344036403,2.452522593,74.7,58.98646164,0.88208997200000006,37.44838412,336.854184,1585.6818,2833.942779,183.559844,0,0,0.214493389,84.31372549,788.405,935.085,0.365886465,0,0,7.543642601,1283.6,5.1910299,28.03156146,27000
Libya,2020,15350000,50720577,0.977528217602328,7.3,1.46,0,73,2.175,0.706,-1.975751432,91.4792962,1.1500000000000001,NA,2.0905,6871287,6871287,16.40999985,1.192523,0.496885,80.691,685,1,2,1912,1942,30,40,1951,68,0,0,1,0,0,1,0,0,0,2.426,7,10938,11048,6374616,620,434,5,4,0,0,0,0.403,0.337,1.124,0.105,1.535,175954,27.041,18.029,2.756,48.242,0,0.501,9.92269,0,-1.01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,8847.93,500000,31.9,3.4,32.9,4.1,80.102,1.832312146,1.47586739,12.4,93.56580353,1.060099959,1.84947245,1465.656564,18494.946,82129.13395,8493.940928,0,0,8.95879433,63.59776105,36248.295,56996.181,1.371764031,19.50073988,11114.677,1.878431795,766.7,0.977528218,8.723871012,153500
Liechtenstein,2020,5160,141012,13.5,12.5,NA,NA,NA,NA,0.916,4.369621513,125.5898367,NA,NA,NA,38137,38137,NA,NA,NA,14.416,6,0,0,0,0,0,0,1806,214,0,0,0,0,0,0,0,0,0,1.59,2,141400,115692,37922,223,438,NA,1,88,88,0,5.328,2.927,17.18,1.554,76.379,16,47.145,9.554,0,0,0,0.305,0,0,1.515,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,14.338,0.460957763,0.29058269,NA,100.2518921,0.84750998,NA,NA,NA,NA,NA,0,0,1.182172313,0,0,44.004,0.010822714,100,44.004,NA,NA,13.50000054,32.24999905,51.59999847
Lithuania,2020,2947000,13799480,33.7697589014849,13,0.517,0,92,1.69,0.858,2.225502696,168.8207501,0.37000000000000005,25992.143,6.3528,2722291,2794700,6.440000057,30.442826,8.612835,68.046,25,0,0,0,0,0,0,1990,30,1,0,0,0,0,0,0,0,0,1.63,1,9527,9923,2828403,368,440,1,1,0,88,0,0.175,0.229,0.578,0.049,0,6268,55.336,23.905,62.064,0,0,0.256,13.8029,0,0.33,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,161557,35.3,1.2,50.3,2,67.679,-1.14269563,-1.383804311,4.3,101.8899765,0.968819976,2.691490369,4738.510033,4805.602314,29442.21235,6036.28396,6.76949443,869.079,4.378090123,52.89917167,6791.284,12838.167,0.29313246,36.81805199,4726.763,1.6292889,4230.2,34.20388926,47.15526021,29538.99902
Luxembourg,2020,131559,8174648,25.561316872428,12.1,0.23700000000000002,0,99,1.423,0.904,5.129846482,135.7577766,0.27999999999999997,74605.234,3.009,625976,632275,0.680000007,40.57977,15.237093,91.453,9,0,0,0,0,0,0,1815,205,0,0,0,0,0,0,0,0,0,1.5,1,88865,89050,596336,212,442,1,1,88,88,0,0.881,0.581,2.844,0.242,1.654,259,49.778,6.095,25.662,0,0,0.259,0,0,1.767,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26534,29.2,1,45.8,1.7,90.981,2.171838317,1.892314684,2.6,79.07543182,1.016100049,0.278953921,473.0239101,1169.316186,12610.99762,332.2151404,2.088078967,201.685,17.36212137,72.24753227,6978.301,9658.878,0.164322966,20.00759301,1932.509,10.62760617,5339.5,25.45679037,53.71193591,1305.200043
Macao SAR China,2020,NA,1262755,NA,5.46,NA,NA,NA,1.244,NA,NA,345.3245224,NA,82995.453,1.562,649342,649342,0.400000006,28.879731,2.152236,100,9,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,1.276,NA,51574,38236,622567,NA,NA,NA,NA,NA,NA,NA,0.732,0.527,1.921,0.185,4.168,3,22.169,113.555,0,0,0,0,100,0,0.195,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13636,NA,NA,NA,NA,100,1.443311366,1.443311366,NA,105.1094894,0.995509982,NA,11.6516538,150.57546,1686.048907,279.1558343,0,0,2.174572354,91.42857143,1173.44,1283.45,0.031252634,8.857142857,113.677,0.85278212,NA,NA,NA,NA
Madagascar,2020,40895000,3679618,5.15641113784806,6.1,7.811,0,79,3.9760000000000004,0.519,-0.23040146,40.57034123,5.0600000000000005,1591.5533,0.1812,27691019,27691019,64.12000275,10.813258,2.71973,38.534,226,1,1,1895,1960,65,65,1960,60,0,0,0,1,0,0,0,0,0,4.35,3,313,294,25570895,580,450,3,3,0,88,0,1.169,0.738,3.185,0.328,12.672,58154,-19.379,46.7,50.804,0,65.224,0.087,61.0618,0,-0.653,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,125000,544859,41.7,2.2,42.1,2.5,37.191,4.484804041,2.66961324,44.2,67.57843018,0.996739984,19.9290882,8198.49684,20069.724,117932.5971,86855.25218,33.13468415,1019.426,0.130420845,62.81287247,1932.509,3076.613,0.319143031,0,0,4.054270457,3778.7,6.015812994,71.18425576,414150
Malawi,2020,5650000,1394983,38.1841323716589,4.5,7.085,0,95,4.055,0.477,0.435626128,47.78113633,4.16,1038.3186,0.0358,19129955,19129955,76.36000061,15.768519,8.036651,17.427,45,1,1,1891,1964,73,73,1964,56,0,0,1,0,0,0,0,0,0,5.048,3,307,342,18622104,553,454,2,3,0,88,0,1.027,0.821,2.759,0.3,10.542,9408,-13.216,34.301,32.281,0,39.224,0.496,0,0,-0.53,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,125000,348220,42.9,2.1,43.5,2.4,16.937,3.967306091,2.641917288,55.4,76.90216827,1.014709949,26.09692424,3126.623544,4629.3006,21632.13209,12278.59023,15.8045977,201.685,0.078339597,66.66666667,850.744,1276.116,0.154352188,0,0,4.396308402,1903.1,40.30547306,61.4128129,57900
Malaysia,2020,8571000,272607434,2.51407700502207,10.2,0.779,0,98,1.965,0.802,-0.212651876,139.5962795,0.86,22775.844,1.5358,32365998,32365998,10.27999973,10.832697,8.629065,77.16,127,1,2,1511,1641,130,452,1957,57,0,0,1,0,0,0,0,1,0,1.931,4,7122,7146,31624264,820,458,3,3,0,0,0,1.009,0.374,2.684,0.316,12.87,32855,3.791,109.709,49.196,0,100,0.057,83.2625,0,0.517,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,296322,39.9,2,41.2,2.3,76.036,2.130163068,1.352511651,7.9,99.15473938,1.029090047,7.735819762,15310.2459,34270.674,279098.3768,14128.15656,23.85001057,57912.931,8.130210313,36.91141381,89628.814,242821.406,0.772534746,32.31598659,78470.133,3.022393471,4250.8,2.684522904,26.25779942,86270
Maldives,2020,7900,1796469,13,6.3,0.8470000000000001,0,99,1.815,0.717,0.555945257,155.9539168,0.76,13829.851,4.5627,540542,540542,8.319999695,18.027234,2.62494,40.669,NA,1,1,1887,1965,78,78,1965,55,0,0,1,0,0,0,0,0,0,2.088,4,3623,3567,436330,781,462,3,2,0,88,0,0.012,0.012,0.024,0.004,0,30,3.566,73.215,30,0,100,0,100,0,0.35,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,40,2.3,40.9,2.9,39.808,4.894045215,3.813136225,7.9,94.67896271,1.024500012,5.630336972,27.15089244,52.30815,351.802297,142.2491203,0,0,3.068372355,100,1334.788,1334.788,0.40242184,0,0,10.12717447,2568.6,13.00000032,26.33333365,79.00000095
Mali,2020,41201000,3390011,5.25409977134708,2.3,12.742,1,77,5.693,0.427,-1.197660938,116.6214561,9.4,2334.3462,0.1286,20250834,20250834,62.43999863,14.075713,4.146538,43.909,482,1,1,1904,1960,56,56,1960,60,0,0,0,1,0,0,0,0,0,6.143,6,573,570,18541980,432,466,3,4,0,0,0,0.147,0.305,0.393,0.042,0.228,122019,17.355,-3.524,18.562,26.132,11.688,1.014,0,0,-0.527,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,842000,1063541,37.2,1.9,37.4,2.2,42.356,4.87623694,3.007913579,106,49.55762863,0.868229985,38.52640327,10892.10978,18041.556,77437.93165,47011.15807,0,0,0.083369355,100,1411.795,1411.795,0.117922957,0,0,3.646521857,1526.4,5.254099771,33.76605283,412010
Malta,2020,10380,1594903,28.34375,11.3,0.656,0,98,1.479,0.878,2.803173634,144.0568429,0.7000000000000001,30830.996,2.8598,441539,525285,1.019999981,31.387198,12.977435,94.744,1,0,0,0,0,0,0,1964,56,0,0,0,0,0,0,0,0,0,1.42,2,16869,16748,467999,338,470,1,1,0,88,0,1.527,1.171,4.292,0.381,14.699,32,35.925,14.407,100,0,0,0.002,100,0,1.003,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,27.1,2.4,46.7,4.3,94.612,3.334490457,3.264720138,6.4,101.6501694,1.040159941,0.908420764,61.28880487,140.9427754,3227.64269,148.6442882,0,0,5.400613957,100,2346.88,2346.88,0.227414339,0,0,32.6914511,4797.5,28.34374905,32.43750036,103.8000011
Marshall Islands,2020,8600,151282,11.1111111111111,10.9,2.475,0,79,NA,0.708,2.064719691,27.55864825,3.18,NA,0.4233,59194,59194,NA,17.449791,6.800837,77.794,7,1,2,1885,1885,0,29,1986,106,0,0,1,0,1,0,0,0,0,4.05,1,2643,2931,53127,983,584,NA,2,88,88,0,0.014,0.016,0.033,0.004,0,18,8.027,169.168,50,0,100,0,100,0,-0.405,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6267,NA,NA,NA,NA,77.031,1.12641992,0.609595692,34,76.88581085,1.04858005,16.84842394,0.097190078,7.8592326,4.69700757,NA,0,0,1.795694223,100,102.676,102.676,0.582300728,0,0,0.097466173,NA,11.11111111,63.88888889,115
Martinique,2020,31330,2348393,NA,NA,NA,NA,NA,1.848,NA,NA,NA,NA,NA,NA,375265,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.206,0.659,3.311,0.378,11.619,106,14.649,-61.021,61.658,0,100,0.003,100,0,1.255,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mauritania,2020,39661000,3377180,0.388085766954497,4.5,4.9270000000000005,0,81,4.449,0.52,-0.06432388,104.090067,7.290000000000001,2988.7908,0.1865,4649660,4649660,30.82999992,10.813874,2.927385,55.327,398,1,2,1884,1960,76,148,1960,45,0,0,0,1,0,0,0,0,1,4.543,5,779,834,4420184,435,478,3,3,0,88,0,0.115,0.147,0.308,0.034,0.278,103070,20.264,-10.336,2.042,74.857,0,0.511,5.9946,0,-0.523,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,164000,221211,34.1,1.8,34.7,2.1,53.672,4.372995458,2.780434406,79,68.18598938,1.030609965,24.40661034,2347.696464,6081.5868,13343.16263,2543.77637,0,0,0.689388119,85.79161028,2324.878,2709.913,0.503503051,0,0,11.82243416,1371.2,0.436596488,38.52818473,397110
Mauritius,2020,86000,3979358,36.9458128078818,9.3,1.4740000000000002,0,96,1.359,0.79,0.958180399,147.0148102,1.6,22827.002,2.5331,1271767,1265740,5.96999979,19.725272,5.361144,40.76,7,1,2,1715,1810,95,253,1968,52,0,0,1,1,0,0,0,0,0,1.36,1,7035,7110,1264613,590,480,1,2,88,88,0,0.949,0.788,2.436,0.283,9.101,203,-20.131,57.879,52.217,0,100,0.006,100,0,0.793,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,36.6,1.9,40.1,2.2,40.793,-0.063139385,0.054547267,13.1,98.15899658,1.048069954,2.777069747,170.3499042,311.36214,1834.36248,626.3028927,41.11014744,1738.158,3.353110472,58.97658283,2493.56,4228.051,0.365914949,0,0,2.207124998,5234.8,36.94581281,42.36453202,860
Mayotte,2020,20000,305584,NA,NA,NA,NA,NA,3.573,NA,NA,NA,NA,NA,NA,272813,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.673,2.483,5.809,0.72,42.602,37.4,-12.82,45.143,50.771,0,100,0.002,100,0,NA,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mexico,2020,106891000,356968119,12.2971269837187,8.6,1.738,0,82,2.079,0.774,-1.423018386,95.66159745,1.42,17382.658,2.3827,128932753,128932753,12.47999954,13.148223,6.933695,80.731,758,1,1,1521,1821,300,300,1821,199,0,0,0,0,0,0,0,0,1,2.213,3,9793,9928,129163276,70,484,4,2,0,0,0,1.732,0.825,4.795,0.491,27.341,194395,23.941,-102.536,31.934,1.704,27.928,0.183,38.4165,0,-0.473,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4514402,44.8,0.9,46.6,1.1,80.156,1.487619951,1.126421149,13.4,101.5922775,1.046049953,3.343001454,43436.27031,116704.5833,663424.9544,24705.09488,10.1992044,48983.786,3.990446149,56.02308908,269062.458,480270.657,0.405572293,28.86211451,138616.267,2.828539697,3799.7,11.60626559,54.64955374,1062360
Moldova,2020,2257100,5146876,51.1383505700115,11.6,1.6360000000000001,0,91,1.278,0.7,0.484552357,89.37944428,1.4400000000000002,5988.9336,3.2066,4033963,2617820,20.95999908,27.824073,4.443286,42.849,13,0,0,0,0,0,0,1991,29,1,0,0,0,0,0,0,0,0,1.248,3,1003,1188,3549196,359,498,2,2,0,88,0,0.799,0.573,2.527,0.222,0.403,3288,47.205,28.468,62.015,0,0,0.197,11.0077,0,-0.317,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,147311,33,1.7,40.2,3.2,42.629,0.075645146,-0.093388678,15.5,89.90564728,0.994570017,10.16024117,686.3628447,3455.917259,11350.63,-1135.933735,6.988847584,344.698,1.386829142,44.23791822,2181.865,4932.115,0.587098533,35.53903346,1752.826,2.051094763,3638.6,55.55792183,74.21708726,24410
Monaco,2020,NA,NA,NA,NA,NA,0,99,NA,NA,4.289002957,86.70311056,0.31000000000000005,NA,7.5067,39244,39244,NA,NA,NA,100,0,0,0,0,0,0,0,1862,158,0,0,0,0,0,0,0,0,0,NA,3,202609,157623,38695,221,492,NA,1,88,88,0,6.612,6.043,20.834,2.106,100,NA,43.753,7.422,0,0,0,0,100,0,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,100,0.7525271,0.7525271,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mongolia,2020,113433000,88441761,0.852397327348443,10.1,2.9350000000000005,0,98,2.8339999999999996,0.741,0.4774756,137.0136492,1.56,10716.021,2.8592,3278292,3278292,25.31999969,24.733113,5.273475,68.657,603,0,0,0,0,0,0,1921,99,0,0,0,0,0,0,0,0,0,2.638,1,1963,2101,3075647,712,496,3,2,0,88,0,1.057,0.765,3.352,0.309,12.623,156650,46.836,103.07,44.883,1.49,0,1.694,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,578516,33.1,2,33.7,2.4,68.445,1.9158799,1.79600998,17.2,92.5507431,1.024170041,10.90891468,3547.85886,6257.1084,24860.37811,2178.164925,82.7379905,17242.234,7.088025678,16.27661446,3391.975,20839.561,1.826645314,0,0,16.70877759,609.2,0.365096947,71.48884055,1110622.031
Montenegro,2020,256800,2309894,0.684014869888476,11.3,0.426,0,86,1.749,0.814,1.557095013,183.2837304,0.22999999999999998,17888.533,2.7557,628062,621718,7.150000095,36.52609,4.860615,67.488,5,0,0,0,0,0,0,2006,14,1,0,0,0,0,0,0,0,0,1.676,3,4684,4564,622373,341,499,1,1,0,88,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,31.9,2.3,40.8,4.4,66.813,0.499553804,-0.004499011,3.5,90.35243225,0.991370022,6.847191651,0,0,NA,NA,64.17910448,1419.129,3.55607179,35.82089552,792.072,2211.201,0.504757028,0,0,8.908336179,3322.7,0.669144981,18.95910781,2550
Montserrat,2020,3000,25318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16816.264,NA,4999,NA,NA,25.392173,10.478598,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,8604,8543,NA,NA,NA,NA,NA,NA,NA,NA,3.395,2.824,9.256,1.027,69.921,10,16.736,-62.193,0,0,100,0,100,0,NA,0,0,0,0,1,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Morocco,2020,30069000,64536253,16.7546493390096,5.5,2.193,0,99,2.353,0.667,0.335490756,127.9529984,2.14,8265.6484,0.7308,36910558,36910558,33.25,20.018527,8.35572,63.532,274,1,2,1884,1956,72,135,1956,45,0,0,0,1,0,0,0,0,1,2.486,5,2808,2884,35739580,600,504,3,2,0,0,0,2.413,1.291,6.853,0.629,36.083,44630,31.882,-6.302,43.968,0.614,0,0.164,35.4198,0,0.133,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1586397,39.7,2.4,40.6,2.7,62.453,2.127285344,1.250794964,23.3,92.71408081,0.927450001,12.00367916,6007.29408,12012.438,80436.71521,6847.071513,25.58039816,15313.392,1.750794556,57.48238897,34411.128,59863.775,0.551927047,3.852986217,2306.543,3.060046865,1757.7,18.21644634,68.54470087,305915
